quarter,epsActual,epsEstimate,epsDifference,surprisePercent
2025-06-30,-1.14,-0.93414,-0.21,-0.2204
2025-03-31,-0.88,-0.80875,-0.07,-0.0881
2024-12-31,-0.8144,-0.8536,0.04,0.045900002
2024-09-30,-0.7234,-0.78169,0.06,0.0746
