,2024-09-30,2024-06-30,2024-03-31,2023-12-31,2023-09-30
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0,0.0
Tax Rate For Calcs,0.233927,0.237,0.245,0.171951,0.206
Net Income From Continuing Operation Net Minority Interest,5207000.0,6208000.0,6432000.0,-14755000.0,9161000.0
Reconciled Depreciation,2234000.0,2190000.0,2092000.0,376000.0,2324000.0
Net Interest Income,22542000.0,24001000.0,22219000.0,21552000.0,20395000.0
Interest Expense,29670000.0,29021000.0,26819000.0,23143000.0,21643000.0
Interest Income,52212000.0,53022000.0,49038000.0,44695000.0,42038000.0
Normalized Income,5207000.0,6208000.0,6432000.0,-14755000.0,9161000.0
Net Income From Continuing And Discontinued Operation,5207000.0,6208000.0,6432000.0,-14755000.0,9161000.0
Diluted Average Shares,20075000.0,20050000.0,19986000.0,19996000.0,20095000.0
Basic Average Shares,19788000.0,19777000.0,19739000.0,19761000.0,19872000.0
Diluted EPS,0.26,0.31,0.32,-0.74,0.45
Basic EPS,0.26,0.31,0.32,-0.74,0.46
Diluted NI Availto Com Stockholders,5183000.0,6170000.0,6392000.0,-14564000.0,9094000.0
Net Income Common Stockholders,5183000.0,6170000.0,6392000.0,-14564000.0,9094000.0
Otherunder Preferred Stock Dividend,24000.0,38000.0,40000.0,-191000.0,67000.0
Net Income,5207000.0,6208000.0,6432000.0,-14755000.0,9161000.0
Net Income Including Noncontrolling Interests,5207000.0,6208000.0,6432000.0,-14755000.0,9161000.0
Net Income Continuous Operations,5207000.0,6208000.0,6432000.0,-14755000.0,9161000.0
Tax Provision,1590000.0,1923000.0,2091000.0,-3064000.0,2381000.0
Pretax Income,6797000.0,8131000.0,8523000.0,-17819000.0,11542000.0
Depreciation Amortization Depletion Income Statement,1324000.0,1324000.0,1324000.0,1324000.0,1324000.0
Depreciation And Amortization In Income Statement,1324000.0,1324000.0,1324000.0,1324000.0,1324000.0
Amortization,1324000.0,1324000.0,1324000.0,1324000.0,1324000.0
Amortization Of Intangibles Income Statement,1324000.0,1324000.0,1324000.0,1324000.0,1324000.0
Selling General And Administration,21822000.0,20916000.0,20017000.0,20215000.0,19763000.0
Selling And Marketing Expense,764000.0,651000.0,685000.0,1001000.0,692000.0
General And Administrative Expense,21058000.0,20265000.0,19332000.0,19214000.0,19071000.0
Salaries And Wages,21058000.0,20265000.0,19332000.0,19214000.0,19071000.0
Total Revenue,50221000.0,50905000.0,47101000.0,21841000.0,48113000.0
Operating Revenue,50221000.0,50905000.0,47101000.0,21841000.0,48113000.0
Occupancy And Equipment,2082000.0,1815000.0,1906000.0,1858000.0,1883000.0
Professional Expense And Contract Services Expense,4267000.0,2373000.0,1993000.0,2346000.0,1716000.0
Other Non Interest Expense,12268000.0,11857000.0,13338000.0,12410000.0,11885000.0
