quarter,epsActual,epsEstimate,epsDifference,surprisePercent
2024-09-30,-0.06153,-0.05,-0.01,-0.2306
2024-06-30,-0.07051,-0.048,-0.02,-0.469
2024-03-31,-0.04791,-0.047,-0.0,-0.0194
